t,Steps,Event,idx,TFSI,TFSI-flip,EC,EC-flip,Li,Li-flip,TFSI-2,TFSI-2-flip,EC-2,EC-2-flip,Li-2,Li-2-flip,dx,dy,dz,dr,d,fast,system
6426.0,4284,14,7.0,0.0,60,3.0,50,0.0,0,5.0,156,0.0,122,0.0,44,1.77,3.24,-4.15,5.55,309.79,1.0,B8T1
6426.0,4284,14,8.0,1.0,17,3.0,51,0.0,0,2.0,40,0.0,105,0.0,0,-4.92,4.44,1.31,6.76,323.39,1.0,B8T1
6426.0,4284,14,9.0,0.0,60,4.0,75,0.0,62,3.0,88,1.0,150,1.0,98,-3.84,-0.96,0.67,4.01,328.36,1.0,B8T1
6426.0,4284,14,10.0,3.0,85,2.0,14,0.0,0,4.0,169,0.0,62,0.0,6,-2.12,0.66,0.18,2.23,317.61,0.0,B8T1
6426.0,4284,14,11.0,2.0,72,2.0,30,0.0,0,2.0,94,1.0,154,0.0,0,-1.04,-3.24,0.4,3.43,313.13,1.0,B8T1
6426.0,4284,14,12.0,3.0,86,1.0,62,0.0,8,4.0,162,2.0,174,2.0,83,1.48,-0.09,-0.56,1.58,327.03,0.0,B8T1
6426.0,4284,14,13.0,2.0,27,2.0,10,0.0,0,2.0,144,0.0,26,0.0,33,-1.12,-1.57,-0.39,1.97,353.57,0.0,B8T1
6426.0,4284,14,14.0,1.0,46,3.0,23,0.0,0,1.0,138,0.0,99,0.0,49,2.02,-1.06,-5.17,5.65,353.48,1.0,B8T1
6426.0,4284,14,15.0,1.0,67,3.0,61,0.0,4,3.0,135,0.0,185,0.0,67,-1.67,3.35,0.94,3.86,311.52,1.0,B8T1
6426.0,4284,14,16.0,2.0,51,2.0,25,0.0,0,2.0,103,1.0,112,0.0,6,0.59,-0.21,0.13,0.64,340.05,0.0,B8T1
6426.0,4284,14,17.0,2.0,97,2.0,24,0.0,10,3.0,155,1.0,119,0.0,124,-1.18,4.16,1.62,4.62,326.19,1.0,B8T1
6426.0,4284,14,18.0,0.0,6,4.0,51,0.0,0,0.0,19,0.0,123,0.0,4,-7.54,-1.75,-1.55,7.89,349.55,1.0,B8T1
6426.0,4284,14,19.0,0.0,0,4.0,12,0.0,0,0.0,78,0.0,36,0.0,0,-1.16,-0.66,-1.58,2.07,296.17,0.0,B8T1
6426.0,4284,14,20.0,1.0,54,3.0,56,0.0,0,3.0,129,1.0,128,0.0,4,-1.14,-1.1,1.85,2.44,320.66,0.0,B8T1
6426.0,4284,14,21.0,1.0,29,3.0,98,0.0,0,2.0,128,0.0,158,0.0,26,1.32,1.35,4.97,5.32,321.32,1.0,B8T1
6426.0,4284,14,22.0,1.0,55,4.0,44,0.0,2,1.0,85,1.0,122,0.0,92,-0.72,-0.16,0.15,0.75,306.86,0.0,B8T1
6426.0,4284,14,23.0,4.0,34,1.0,27,0.0,0,4.0,51,0.0,46,0.0,0,-1.99,-0.79,2.1,3.0,327.24,0.0,B8T1
6426.0,4284,14,24.0,4.0,95,1.0,18,0.0,0,4.0,149,0.0,79,0.0,4,-0.74,-4.94,1.91,5.35,347.71,1.0,B8T1
6426.0,4284,14,25.0,2.0,36,2.0,14,0.0,0,2.0,49,1.0,74,0.0,0,0.46,1.52,1.03,1.89,318.31,0.0,B8T1
6426.0,4284,14,26.0,3.0,113,1.0,11,0.0,0,3.0,165,0.0,34,0.0,0,0.66,-1.52,1.23,2.06,324.78,0.0,B8T1
6426.0,4284,14,27.0,2.0,29,2.0,30,0.0,0,3.0,118,0.0,79,0.0,8,0.56,-2.03,1.28,2.46,320.49,0.0,B8T1
6426.0,4284,14,28.0,1.0,43,3.0,37,0.0,0,2.0,142,1.0,140,1.0,57,-0.44,0.44,-1.1,1.26,327.47,0.0,B8T1
6426.0,4284,14,29.0,3.0,158,1.0,46,0.0,75,6.0,209,0.0,89,1.0,83,-1.29,-1.68,-0.22,2.13,319.65,0.0,B8T1
6426.0,4284,14,30.0,1.0,39,3.0,7,0.0,0,1.0,120,0.0,38,0.0,10,2.71,-0.05,0.16,2.72,295.63,0.0,B8T1
6426.0,4284,14,31.0,1.0,36,3.0,24,0.0,0,3.0,80,0.0,79,0.0,0,1.1,-2.57,1.37,3.11,306.37,1.0,B8T1
6426.0,4284,14,32.0,1.0,98,3.0,18,0.0,0,2.0,113,1.0,114,0.0,0,0.43,-2.61,-0.68,2.73,291.37,0.0,B8T1
6426.0,4284,14,33.0,3.0,126,1.0,21,0.0,2,4.0,166,0.0,81,0.0,52,-0.88,-0.71,-2.17,2.45,325.78,0.0,B8T1
6426.0,4284,14,34.0,2.0,35,2.0,10,0.0,0,4.0,84,1.0,54,0.0,2,-2.72,-2.1,-1.42,3.72,321.27,1.0,B8T1
6426.0,4284,14,35.0,2.0,19,2.0,2,0.0,0,2.0,45,0.0,4,0.0,0,-0.14,-1.28,1.98,2.36,337.99,0.0,B8T1
6426.0,4284,14,36.0,1.0,72,3.0,24,0.0,0,2.0,78,1.0,85,0.0,0,0.86,-2.73,2.21,3.62,318.22,1.0,B8T1
6426.0,4284,14,37.0,4.0,78,0.0,3,0.0,2,7.0,195,0.0,54,1.0,66,0.49,0.91,-1.97,2.22,301.73,0.0,B8T1
6426.0,4284,14,38.0,1.0,37,3.0,14,0.0,0,1.0,120,0.0,96,0.0,14,0.04,0.49,-1.3,1.39,286.32,0.0,B8T1
6426.0,4284,14,39.0,0.0,29,4.0,60,0.0,0,0.0,175,0.0,133,0.0,0,0.38,3.8,-0.56,3.86,320.23,1.0,B8T1
6426.0,4284,14,40.0,4.0,132,1.0,70,0.0,75,6.0,193,0.0,138,1.0,83,-0.69,2.22,-3.12,3.89,316.74,1.0,B8T1
6426.0,4284,14,41.0,3.0,84,1.0,8,0.0,0,3.0,90,0.0,42,0.0,0,3.76,1.14,-0.39,3.95,329.68,1.0,B8T1
6426.0,4284,14,42.0,0.0,26,4.0,13,0.0,0,0.0,110,1.0,151,0.0,39,-1.57,1.52,0.57,2.26,301.15,0.0,B8T1
6426.0,4284,14,43.0,2.0,103,3.0,31,0.0,4,3.0,172,0.0,133,1.0,74,-0.64,4.09,-3.27,5.28,333.78,1.0,B8T1
6426.0,4284,14,44.0,2.0,97,2.0,11,0.0,14,4.0,147,0.0,115,0.0,58,-3.2,1.43,-0.36,3.52,339.97,1.0,B8T1
6426.0,4284,14,45.0,4.0,133,0.0,19,0.0,12,7.0,173,0.0,176,1.0,62,3.48,0.74,0.41,3.58,327.87,1.0,B8T1
6426.0,4284,14,46.0,2.0,64,3.0,65,0.0,0,2.0,131,0.0,111,0.0,0,4.78,-3.26,0.64,5.82,308.71,1.0,B8T1
6426.0,4284,14,47.0,2.0,46,2.0,17,0.0,0,2.0,36,0.0,60,0.0,2,2.96,-0.92,-1.21,3.33,323.46,1.0,B8T1
6426.0,4284,14,48.0,3.0,62,2.0,18,0.0,10,3.0,181,1.0,159,0.0,105,0.81,-1.48,-2.28,2.84,329.28,0.0,B8T1
6426.0,4284,14,49.0,2.0,69,1.0,15,0.0,2,3.0,155,0.0,102,0.0,78,1.68,4.85,-0.49,5.16,341.68,1.0,B8T1
6426.0,4284,14,50.0,4.0,56,1.0,5,0.0,0,4.0,43,0.0,49,0.0,4,0.03,-0.42,0.2,0.47,337.29,0.0,B8T1
6426.0,4284,14,51.0,1.0,45,3.0,60,0.0,0,3.0,104,2.0,171,1.0,57,-2.7,1.25,1.55,3.35,318.08,1.0,B8T1
6426.0,4284,14,52.0,3.0,52,1.0,1,0.0,0,3.0,95,0.0,5,0.0,0,-0.48,-2.49,-0.07,2.54,317.74,0.0,B8T1
6426.0,4284,14,53.0,1.0,21,3.0,73,0.0,0,2.0,131,0.0,160,0.0,0,-4.18,-1.1,-0.31,4.33,340.98,1.0,B8T1
6426.0,4284,14,54.0,4.0,98,1.0,14,0.0,0,4.0,78,0.0,18,0.0,0,-0.31,-1.77,-0.19,1.81,312.62,0.0,B8T1
6426.0,4284,14,55.0,3.0,60,1.0,18,0.0,2,2.0,166,0.0,61,0.0,52,-3.5,2.44,-3.06,5.25,358.95,1.0,B8T1
6426.0,4284,14,56.0,2.0,79,3.0,50,0.0,0,2.0,106,1.0,182,0.0,0,-0.81,0.24,0.3,0.9,285.4,0.0,B8T1
6426.0,4284,14,57.0,0.0,96,4.0,73,0.0,0,0.0,120,1.0,170,0.0,12,0.02,-1.08,-0.04,1.08,330.36,0.0,B8T1
6426.0,4284,14,58.0,1.0,62,3.0,43,0.0,0,2.0,127,3.0,180,1.0,57,-3.17,2.38,2.02,4.45,303.18,1.0,B8T1
6426.0,4284,14,59.0,1.0,62,2.0,16,0.0,0,2.0,139,0.0,57,0.0,34,-0.26,2.99,1.91,3.56,344.84,1.0,B8T1
6426.0,4284,14,60.0,1.0,28,4.0,23,0.0,0,1.0,98,1.0,81,0.0,0,0.69,-2.73,-0.85,2.94,306.81,0.0,B8T1
6426.0,4284,14,61.0,2.0,100,3.0,55,0.0,0,2.0,112,0.0,84,0.0,0,1.03,1.72,-1.23,2.35,326.65,0.0,B8T1
6426.0,4284,14,62.0,0.0,59,4.0,146,1.0,57,2.0,148,2.0,173,0.0,104,-0.28,-0.29,-2.91,2.94,325.76,0.0,B8T1
6426.0,4284,14,63.0,2.0,44,4.0,91,0.0,62,2.0,75,2.0,164,1.0,98,-1.43,1.76,1.82,2.91,325.85,0.0,B8T1
6426.0,4284,14,64.0,2.0,109,2.0,39,0.0,0,2.0,99,0.0,77,0.0,0,0.48,-0.2,-0.07,0.52,291.59,0.0,B8T1
6426.0,4284,14,65.0,0.0,0,4.0,8,0.0,0,1.0,68,0.0,129,0.0,0,1.71,-0.39,-2.11,2.74,274.25,0.0,B8T1
6426.0,4284,14,66.0,1.0,35,3.0,60,0.0,0,2.0,52,1.0,171,0.0,6,3.6,1.23,2.46,4.53,301.42,1.0,B8T1
6426.0,4284,14,67.0,3.0,83,1.0,53,0.0,14,2.0,176,0.0,134,0.0,55,-1.72,-0.22,0.19,1.74,318.44,0.0,B8T1
6426.0,4284,14,68.0,2.0,22,2.0,14,0.0,0,2.0,20,0.0,42,0.0,0,-0.18,0.11,-0.36,0.42,347.47,0.0,B8T1
6426.0,4284,14,69.0,2.0,52,2.0,42,0.0,0,2.0,68,0.0,116,0.0,0,1.23,-0.84,2.9,3.26,310.74,1.0,B8T1
6426.0,4284,14,70.0,2.0,98,3.0,39,0.0,0,1.0,131,1.0,145,0.0,22,0.02,-0.77,-2.22,2.35,300.18,0.0,B8T1
6426.0,4284,14,71.0,0.0,60,3.0,51,0.0,0,2.0,133,1.0,131,0.0,0,-2.16,1.96,1.62,3.34,310.61,1.0,B8T1
6426.0,4284,14,72.0,2.0,69,2.0,82,0.0,0,2.0,88,1.0,159,0.0,0,-0.18,-1.34,-0.75,1.55,319.55,0.0,B8T1
6426.0,4284,14,73.0,4.0,62,1.0,4,0.0,2,5.0,178,0.0,90,1.0,92,-1.15,1.11,-3.43,3.78,340.16,1.0,B8T1
6426.0,4284,14,74.0,2.0,36,2.0,19,0.0,0,2.0,37,0.0,30,0.0,0,0.11,-1.43,-2.1,2.54,359.8,0.0,B8T1
6426.0,4284,14,75.0,2.0,34,3.0,10,0.0,2,1.0,74,0.0,94,0.0,20,2.33,1.54,1.95,3.41,313.77,1.0,B8T1
6426.0,4284,14,76.0,0.0,12,4.0,24,0.0,2,1.0,118,0.0,99,0.0,22,0.42,-0.04,-1.35,1.41,297.92,0.0,B8T1
6426.0,4284,14,77.0,2.0,76,2.0,26,0.0,4,3.0,179,0.0,158,0.0,80,1.01,1.18,-0.59,1.66,301.28,0.0,B8T1
6426.0,4284,14,78.0,0.0,9,4.0,41,0.0,0,0.0,128,0.0,129,0.0,22,-0.55,3.14,0.41,3.21,303.77,1.0,B8T1
6426.0,4284,14,79.0,0.0,0,4.0,32,0.0,0,0.0,25,0.0,112,0.0,0,0.11,-0.48,1.83,1.9,324.93,0.0,B8T1
6426.0,4284,14,80.0,4.0,72,0.0,0,0.0,0,5.0,184,0.0,54,0.0,34,-0.46,1.43,3.91,4.19,332.86,1.0,B8T1
6426.0,4284,14,81.0,2.0,72,2.0,48,0.0,0,2.0,105,1.0,140,0.0,0,3.72,0.82,2.12,4.36,320.04,1.0,B8T1
6426.0,4284,14,82.0,1.0,47,3.0,23,0.0,0,3.0,162,2.0,144,1.0,53,-0.61,0.15,-0.29,0.69,299.0,0.0,B8T1
6426.0,4284,14,83.0,2.0,61,1.0,18,0.0,2,6.0,209,1.0,80,0.0,90,-1.2,0.14,-1.55,1.97,322.64,0.0,B8T1
6426.0,4284,14,84.0,4.0,69,1.0,0,0.0,0,4.0,141,0.0,52,0.0,0,-0.47,1.34,2.46,2.84,308.88,0.0,B8T1
6426.0,4284,14,85.0,1.0,49,3.0,26,0.0,4,3.0,184,0.0,140,1.0,76,-1.37,1.58,-2.2,3.04,335.02,1.0,B8T1
6426.0,4284,14,86.0,2.0,76,3.0,64,0.0,0,2.0,74,1.0,101,0.0,0,1.06,-0.34,0.4,1.18,314.62,0.0,B8T1
6426.0,4284,14,87.0,3.0,77,1.0,26,0.0,6,4.0,161,1.0,178,0.0,123,0.86,-0.15,3.3,3.41,306.15,1.0,B8T1
6426.0,4284,14,88.0,0.0,10,4.0,24,0.0,0,0.0,84,0.0,59,0.0,0,2.33,-1.25,1.7,3.14,301.45,1.0,B8T1
6426.0,4284,14,89.0,3.0,143,2.0,6,0.0,2,4.0,209,0.0,75,0.0,74,-1.66,-0.29,0.91,1.92,303.54,0.0,B8T1
6426.0,4284,14,90.0,2.0,106,2.0,10,0.0,10,5.0,182,1.0,49,1.0,53,-0.11,-0.17,-1.02,1.04,307.88,0.0,B8T1
6426.0,4284,14,91.0,0.0,68,4.0,28,0.0,8,2.0,162,0.0,135,0.0,98,-0.54,0.19,-1.25,1.37,329.98,0.0,B8T1
6426.0,4284,14,92.0,3.0,92,1.0,0,0.0,0,3.0,95,0.0,16,0.0,0,-0.2,-0.57,0.83,1.03,315.31,0.0,B8T1
6426.0,4284,14,93.0,2.0,59,3.0,21,0.0,0,1.0,105,0.0,58,0.0,4,-2.6,-2.37,3.38,4.88,319.29,1.0,B8T1
6426.0,4284,14,94.0,3.0,81,1.0,6,0.0,0,4.0,84,0.0,16,0.0,0,-4.74,-0.65,-1.87,5.14,305.87,1.0,B8T1
6426.0,4284,14,95.0,0.0,32,4.0,16,0.0,0,1.0,46,0.0,74,0.0,6,3.99,-3.1,-5.9,7.77,325.14,1.0,B8T1
6426.0,4284,14,96.0,4.0,105,1.0,41,0.0,0,4.0,122,0.0,134,0.0,10,0.95,-0.44,2.1,2.35,299.98,0.0,B8T1
6426.0,4284,14,97.0,3.0,61,2.0,24,0.0,4,3.0,114,1.0,102,1.0,61,0.29,0.71,-0.1,0.77,340.5,0.0,B8T1
6426.0,4284,14,98.0,0.0,0,4.0,88,0.0,0,0.0,22,1.0,157,0.0,0,-0.29,-0.56,-0.65,0.91,316.85,0.0,B8T1
6426.0,4284,14,99.0,1.0,38,3.0,65,0.0,0,1.0,102,1.0,115,0.0,0,0.55,-2.73,-0.44,2.82,319.97,0.0,B8T1
6426.0,4284,14,100.0,1.0,45,3.0,55,0.0,0,2.0,76,0.0,164,0.0,12,-1.17,-2.85,-0.38,3.1,326.72,1.0,B8T1
6885.0,4590,15,1.0,0.0,6,4.0,70,0.0,14,2.0,114,1.0,106,1.0,33,1.78,-0.42,1.89,2.63,323.68,0.0,B8T1
6885.0,4590,15,2.0,1.0,83,3.0,70,0.0,0,1.0,88,1.0,153,0.0,0,0.94,-0.8,-0.71,1.42,336.09,0.0,B8T1
6885.0,4590,15,3.0,2.0,48,2.0,21,0.0,4,4.0,115,1.0,70,0.0,14,2.97,0.65,6.06,6.78,343.14,1.0,B8T1
6885.0,4590,15,4.0,3.0,94,2.0,16,0.0,0,3.0,158,0.0,16,0.0,0,-0.55,0.35,0.05,0.65,297.45,0.0,B8T1
6885.0,4590,15,5.0,1.0,31,3.0,68,0.0,0,1.0,118,1.0,93,0.0,0,-0.12,-1.53,1.58,2.2,299.23,0.0,B8T1
6885.0,4590,15,6.0,2.0,51,2.0,8,0.0,0,3.0,102,0.0,58,0.0,2,5.22,-0.36,2.75,5.91,344.7,1.0,B8T1
6885.0,4590,15,7.0,4.0,121,1.0,76,0.0,32,4.0,203,2.0,189,1.0,155,5.4,-2.66,-1.38,6.18,315.97,1.0,B8T1
6885.0,4590,15,8.0,0.0,0,4.0,35,0.0,0,0.0,2,1.0,124,0.0,0,0.8,-3.37,-0.65,3.52,309.12,1.0,B8T1
6885.0,4590,15,9.0,3.0,74,2.0,82,0.0,22,1.0,135,1.0,193,1.0,112,0.55,-0.15,-4.29,4.33,325.38,1.0,B8T1
6885.0,4590,15,10.0,3.0,120,2.0,6,0.0,0,5.0,172,0.0,66,0.0,10,-1.53,0.66,-1.42,2.19,327.36,0.0,B8T1
6885.0,4590,15,11.0,2.0,95,3.0,24,0.0,0,1.0,90,0.0,93,0.0,0,3.21,0.54,-0.35,3.27,328.99,1.0,B8T1
6885.0,4590,15,12.0,2.0,48,2.0,48,0.0,0,4.0,97,2.0,125,1.0,25,-3.27,-0.86,0.04,3.38,336.23,1.0,B8T1
6885.0,4590,15,13.0,3.0,92,2.0,42,0.0,24,5.0,205,0.0,114,1.0,121,5.12,-0.07,-1.12,5.24,328.35,1.0,B8T1
6885.0,4590,15,14.0,2.0,45,2.0,2,0.0,0,2.0,133,0.0,26,1.0,33,0.34,2.02,3.09,3.71,333.71,1.0,B8T1
6885.0,4590,15,15.0,2.0,68,2.0,50,0.0,14,2.0,119,3.0,171,1.0,84,1.23,-2.86,1.76,3.58,289.51,1.0,B8T1
6885.0,4590,15,16.0,1.0,78,3.0,51,0.0,0,2.0,111,1.0,123,0.0,0,0.8,1.66,-0.15,1.85,292.31,0.0,B8T1
6885.0,4590,15,17.0,2.0,116,2.0,40,0.0,4,5.0,194,1.0,98,1.0,104,3.76,0.99,-1.36,4.12,334.78,1.0,B8T1
6885.0,4590,15,18.0,0.0,78,3.0,81,0.0,0,0.0,126,1.0,134,0.0,23,-3.95,4.57,-4.68,7.64,333.33,1.0,B8T1
6885.0,4590,15,19.0,1.0,34,4.0,12,0.0,0,1.0,89,0.0,24,0.0,4,-0.59,1.26,0.2,1.41,276.02,0.0,B8T1
6885.0,4590,15,20.0,0.0,0,4.0,6,0.0,0,1.0,43,0.0,37,0.0,0,2.38,1.52,-2.72,3.92,288.87,1.0,B8T1
6885.0,4590,15,21.0,1.0,63,3.0,64,0.0,0,0.0,114,1.0,80,0.0,0,-1.35,2.92,2.36,3.99,321.54,1.0,B8T1
6885.0,4590,15,22.0,2.0,30,2.0,19,0.0,0,2.0,59,0.0,130,0.0,56,-2.54,-0.71,-1.84,3.22,291.35,1.0,B8T1
6885.0,4590,15,23.0,2.0,30,2.0,0,0.0,0,2.0,31,0.0,2,0.0,0,0.63,0.51,1.25,1.49,312.44,0.0,B8T1
6885.0,4590,15,24.0,3.0,81,1.0,14,0.0,0,4.0,177,0.0,55,0.0,0,3.34,1.69,-2.92,4.75,360.63,1.0,B8T1
6885.0,4590,15,25.0,2.0,12,2.0,6,0.0,0,2.0,32,0.0,81,0.0,12,-0.84,-1.04,-1.05,1.7,327.49,0.0,B8T1
6885.0,4590,15,26.0,2.0,80,2.0,2,0.0,0,3.0,157,0.0,6,0.0,12,2.43,2.78,0.94,3.81,312.02,1.0,B8T1
6885.0,4590,15,27.0,2.0,106,3.0,44,0.0,0,2.0,119,0.0,92,0.0,0,1.65,0.56,-0.27,1.76,334.48,0.0,B8T1
6885.0,4590,15,28.0,0.0,94,3.0,101,0.0,0,2.0,171,2.0,167,0.0,110,-0.96,-1.59,0.89,2.06,291.97,0.0,B8T1
6885.0,4590,15,29.0,3.0,115,2.0,12,1.0,35,5.0,174,0.0,95,0.0,100,0.63,-1.41,-1.35,2.05,318.91,0.0,B8T1
6885.0,4590,15,30.0,0.0,2,4.0,29,0.0,0,1.0,137,0.0,27,0.0,0,-2.65,-0.14,2.99,4.0,307.33,1.0,B8T1
6885.0,4590,15,31.0,2.0,26,2.0,8,0.0,0,2.0,58,0.0,50,0.0,0,0.69,1.26,-1.1,1.81,338.8,0.0,B8T1
6885.0,4590,15,32.0,1.0,83,3.0,35,0.0,0,1.0,93,1.0,135,0.0,2,-4.06,1.91,-1.04,4.61,318.81,1.0,B8T1
6885.0,4590,15,33.0,4.0,88,0.0,39,0.0,12,5.0,171,0.0,110,0.0,55,-5.28,-3.01,4.55,7.59,338.36,1.0,B8T1
6885.0,4590,15,34.0,2.0,109,2.0,75,0.0,68,2.0,138,1.0,119,0.0,86,0.75,-1.47,2.47,2.97,322.78,0.0,B8T1
6885.0,4590,15,35.0,2.0,22,2.0,12,0.0,0,2.0,23,0.0,53,0.0,0,-0.21,0.31,-0.31,0.49,307.55,0.0,B8T1
6885.0,4590,15,36.0,1.0,110,3.0,57,0.0,64,3.0,123,0.0,108,0.0,76,0.74,-0.31,1.13,1.39,335.22,0.0,B8T1
6885.0,4590,15,37.0,3.0,121,1.0,74,0.0,32,5.0,187,0.0,136,1.0,83,-2.56,-1.61,5.87,6.6,299.57,1.0,B8T1
6885.0,4590,15,38.0,1.0,67,3.0,24,0.0,0,2.0,151,0.0,58,0.0,0,-1.54,-0.03,1.8,2.37,337.3,0.0,B8T1
6885.0,4590,15,39.0,0.0,54,4.0,69,0.0,0,2.0,132,1.0,120,0.0,22,0.99,0.24,2.04,2.28,296.27,0.0,B8T1
6885.0,4590,15,40.0,3.0,117,1.0,67,1.0,35,6.0,177,1.0,152,0.0,99,0.01,1.58,3.99,4.29,314.11,1.0,B8T1
6885.0,4590,15,41.0,3.0,77,1.0,4,0.0,0,5.0,160,0.0,24,0.0,30,-2.52,-0.87,1.08,2.88,330.09,0.0,B8T1
6885.0,4590,15,42.0,0.0,25,4.0,20,0.0,0,2.0,67,1.0,123,0.0,12,-1.28,-0.27,-0.85,1.56,305.39,0.0,B8T1
6885.0,4590,15,43.0,2.0,46,2.0,6,0.0,0,2.0,73,0.0,68,0.0,20,-0.9,-0.32,-0.04,0.96,323.64,0.0,B8T1
6885.0,4590,15,44.0,3.0,102,1.0,0,0.0,2,4.0,116,0.0,66,1.0,40,1.61,-2.62,-0.78,3.17,311.66,1.0,B8T1
6885.0,4590,15,45.0,4.0,95,0.0,54,0.0,8,4.0,114,3.0,157,0.0,97,-1.21,-1.63,-0.18,2.04,311.8,0.0,B8T1
6885.0,4590,15,46.0,2.0,25,3.0,55,0.0,0,2.0,92,0.0,150,0.0,0,1.49,-1.76,-2.19,3.18,298.11,1.0,B8T1
6885.0,4590,15,47.0,2.0,73,2.0,46,0.0,0,2.0,91,1.0,88,0.0,0,-1.69,-0.29,1.67,2.39,340.42,0.0,B8T1
6885.0,4590,15,48.0,2.0,66,2.0,16,0.0,6,3.0,176,0.0,94,1.0,84,1.79,1.34,-0.29,2.25,306.81,0.0,B8T1
6885.0,4590,15,49.0,2.0,53,2.0,37,0.0,0,2.0,124,0.0,97,0.0,0,-4.55,-0.49,-1.18,4.73,343.34,1.0,B8T1
6885.0,4590,15,50.0,4.0,65,0.0,51,0.0,6,4.0,130,0.0,132,0.0,64,-1.55,-0.75,1.26,2.13,315.0,0.0,B8T1
6885.0,4590,15,51.0,1.0,41,3.0,57,0.0,0,2.0,129,1.0,121,0.0,30,-1.47,-1.32,-0.46,2.03,318.34,0.0,B8T1
6885.0,4590,15,52.0,4.0,24,0.0,5,0.0,0,4.0,44,0.0,44,0.0,0,-2.62,0.96,0.51,2.84,358.78,0.0,B8T1
6885.0,4590,15,53.0,0.0,40,4.0,64,0.0,0,1.0,131,1.0,145,0.0,0,2.28,-1.08,-0.21,2.53,304.58,0.0,B8T1
6885.0,4590,15,54.0,4.0,112,1.0,11,0.0,0,4.0,149,0.0,28,0.0,0,-1.04,0.67,1.54,1.98,327.05,0.0,B8T1
6885.0,4590,15,55.0,2.0,91,1.0,54,0.0,12,4.0,190,1.0,84,0.0,77,-0.11,-2.98,1.26,3.24,332.86,1.0,B8T1
6885.0,4590,15,56.0,1.0,36,3.0,61,0.0,0,1.0,165,1.0,175,0.0,4,-0.9,-0.16,0.25,0.95,285.89,0.0,B8T1
6885.0,4590,15,57.0,1.0,53,3.0,40,0.0,0,3.0,130,1.0,99,0.0,2,0.77,-0.63,-3.17,3.32,330.77,1.0,B8T1
6885.0,4590,15,58.0,1.0,89,3.0,57,0.0,0,1.0,82,0.0,133,0.0,30,2.91,-1.03,-2.74,4.13,320.15,1.0,B8T1
6885.0,4590,15,59.0,2.0,42,2.0,4,0.0,0,3.0,108,0.0,18,0.0,42,0.24,0.73,-0.3,0.82,322.1,0.0,B8T1
6885.0,4590,15,60.0,1.0,69,3.0,38,0.0,0,1.0,108,0.0,126,0.0,0,0.37,0.06,0.08,0.38,300.17,0.0,B8T1
6885.0,4590,15,61.0,2.0,89,2.0,64,0.0,0,1.0,107,1.0,112,0.0,0,-2.87,0.44,2.33,3.72,313.59,1.0,B8T1
6885.0,4590,15,62.0,3.0,68,1.0,24,0.0,14,3.0,134,3.0,105,1.0,52,0.23,-1.13,-0.72,1.36,329.06,0.0,B8T1
6885.0,4590,15,63.0,1.0,19,3.0,47,0.0,16,3.0,98,1.0,158,1.0,92,-1.08,-3.08,0.31,3.28,335.76,1.0,B8T1
6885.0,4590,15,64.0,2.0,69,3.0,33,0.0,4,1.0,131,0.0,148,0.0,49,0.51,0.67,-1.11,1.39,331.92,0.0,B8T1
6885.0,4590,15,65.0,0.0,8,4.0,20,0.0,0,0.0,55,1.0,127,0.0,0,-0.5,-1.55,1.23,2.04,300.76,0.0,B8T1
6885.0,4590,15,66.0,0.0,0,4.0,74,0.0,0,0.0,17,3.0,195,0.0,12,-1.73,1.57,-0.57,2.4,327.05,0.0,B8T1
6885.0,4590,15,67.0,2.0,93,2.0,30,0.0,2,3.0,188,1.0,91,1.0,40,3.54,-0.35,-1.99,4.08,313.31,1.0,B8T1
6885.0,4590,15,68.0,2.0,61,2.0,31,0.0,0,2.0,105,0.0,82,0.0,0,-1.34,1.8,-0.69,2.35,324.3,0.0,B8T1
6885.0,4590,15,69.0,2.0,20,2.0,36,0.0,0,2.0,46,0.0,83,0.0,0,1.63,0.77,-1.29,2.22,296.28,0.0,B8T1
6885.0,4590,15,70.0,2.0,71,3.0,67,0.0,54,2.0,151,0.0,139,0.0,106,-0.27,-6.08,0.59,6.11,293.53,1.0,B8T1
6885.0,4590,15,71.0,1.0,91,4.0,62,0.0,0,2.0,78,0.0,167,0.0,0,2.33,2.99,-0.64,3.84,326.0,1.0,B8T1
6885.0,4590,15,72.0,1.0,81,3.0,80,0.0,0,1.0,89,1.0,134,0.0,2,1.27,-0.5,0.79,1.58,321.93,0.0,B8T1
6885.0,4590,15,73.0,3.0,96,1.0,0,0.0,30,6.0,174,0.0,82,2.0,81,-2.11,-1.27,2.61,3.59,282.21,1.0,B8T1
6885.0,4590,15,74.0,2.0,87,3.0,85,0.0,0,2.0,113,0.0,139,0.0,0,-4.87,2.01,-0.48,5.29,333.68,1.0,B8T1
6885.0,4590,15,75.0,3.0,106,1.0,26,0.0,0,5.0,135,2.0,62,0.0,42,-4.04,-0.46,-1.28,4.26,316.59,1.0,B8T1
6885.0,4590,15,76.0,0.0,41,4.0,41,0.0,0,0.0,131,0.0,84,0.0,0,-0.42,0.56,0.26,0.75,287.0,0.0,B8T1
6885.0,4590,15,77.0,2.0,93,2.0,27,0.0,0,5.0,190,0.0,77,0.0,46,-1.46,-1.42,1.2,2.36,333.95,0.0,B8T1
6885.0,4590,15,78.0,1.0,46,3.0,83,0.0,54,1.0,70,2.0,157,0.0,106,-3.14,3.29,1.8,4.89,316.46,1.0,B8T1
